id,attribute_ids
2198b17a262a2eac,29
21a9bf18a361bc21,25
21ad0658f10656be,70
21ba7660bfe71d99,41
21d9932c6c1ad944,45
21e0eaa852d9bf80,35
21e4ddab5c13a836,70
21e73b5a7e47f33,58
21e7afd740ca81b0,14
21e9054e7dbeed8d,26
21f6c9a1b481fbc1,25
22062293a78710b5,14
220b676e1064682c,25
220da7c65ee00284,29
22103e411409edd6,45
2217a0609b80d407,14
2228cb4056333c01,14
222f45040d0e9ce9,1
22354782e55bab45,29
22369f4eb4918eab,45
223cfc277729264c,25
2240dbb17b34dc79,26
224c53bd2ec8fbfe,26
2259810ed9c546ec,14
225fd74a8b99c7e8,58
2276cab5514f4f7d,29
227bfc01c203c087,26
227dc60e8581c42e,25
228df2a01d3dacc3,45
22a8040e0cd6b028,45
22b3aad2070b703c,29
22d041880bbc1e31,49
22d6ea9260af47d3,45
22e82ca887b14f7a,32
22ec9e156ea4b8ee,23
22f0998b370e64ac,41
22faa94e63004205,65
230386b2449fd750,33
23043917a3ab84e4,70
230637c28c8d6f2c,14
230ddd4fa2d87ab6,25
23191ee444da3a0d,26
2320322012c8caf2,70
232072ef7584b332,25
233d6a1b6683cd80,18
233ec6bc7bd6fb7f,60
2364ec07d5079d96,48
2372937bf3098ab7,43
238bf5aede9873cf,22
23911f1b167f95ad,1
23b7cb5233f4f64b,33
23c5787745c99d07,45
23c8feab2969af24,29
23d0e417b9761acd,25
23d882f6cbe6e1c,55
23df82c57a33ffc1,70
23e65f5a12fb0dde,55
23f46adfb24dfe1c,65
23f4b98d60dde9bc,25
2401d4404ac3300d,1
2408032ba4271553,45
24145715658ec1d4,14
246b9a79d189eb05,23
247e9c1000048a17,25
2490bf413c640551,42
2499578f4c009934,69
24b71c6141d948ed,33
24b80989b18cf040,41
24c80197f32c1530,33
24c98028bf5524df,23
24d869b0fa8bb1af,41
24dce77494f77179,70
24dd7be48314a26f,29
24f53a6ad5adb5dc,14
250b21560358ef3f,61
250c8015bb46d99e,70
250cfcc40ddba9dd,26
250eac1e8edfb3f8,18
2519466525a1004f,58
251b7c6921008a26,15
2528242902a15e4c,9
2528ced5e0093081,9
2538b447e424b9e1,33
253f844554aea228,40
255c8ea082ac7bc,54
25653aedd249100c,25
2579e855e23bd463,29
25836325c94b23a9,58
258879cd8fe569da,52
259197bffce299e5,35
2594fb6f8d7942ed,22
25af59febce58e7f,14
25b40f687851480c,29
25c2cac0d7aa2a9a,14
25c4920b5db8fa22,26
25ce22fb1c2c3e11,50
25d10d6a1eeddd11,59
25e6a8ae32fb04bb,29
25f1b9996e61f3c0,25
25f6315c31e36cc9,26
25faf4632d8ce262,29
260f2d668ff3ed60,26
2644372eb581c0d,25
2646467024bf8c97,33
265dd08dc37cd81f,58
265ff8701c406abe,66
266683e04d94ae6e,29
266b1bb8c478387e,70
266c1e6ed1006a07,35
2672c22f135c4de,69
26759a2ae578fa4f,33
2684a92f4ea5cd28,1
26896eeb9497f01a,62
26988782464d985,25
269be0b046cc73a0,45
269c2a4f4b316410,60
26a36dabce5c4d1e,70
26ae16d247143fb5,25
26be0c1796c670d8,45
26cca2526a450828,65
26cf91269e6d1ab7,58
26d6edfca2ee4894,29
26efe08a69afdb3d,70
26f47467c5b457cc,25
26ffdaa6e5099b7e,25
2703d86ffde9f35f,29
2706d6fecab92f54,23
27146bc55e0b2415,45
2716a1aa8c94100b,45
2716b29c3e118af3,23
27181c59f2993890,29
2720477eba5ebb25,29
272a2924650b3901,26
272d752c86c37919,29
2730b3187c2d27a7,45
2732078e8ae09e09,45
274c4daabc96c307,70
2759c617fd6a9fdc,41
2775f39b234e1d18,61
2778ef3fcf713627,70
277dd399ded4fe1b,9
27846364a2ca8a7c,70
2791a83e5f0d218f,14
279a2688aa310f75,22
27a435eb6488549c,70
27ada5867c9d316c,25
27c27bbe59e3161d,70
27c384fafbbd41fa,33
27c6d12d309e0de7,45
27d1869726cb14ab,14
27dafc52440f1a1f,14
27dcc3b51078a646,1
28041d221f57d0ae,33
280edca3b7031a79,26
281517dc57de66ba,61
2815a31bef062e59,35
281794a3f4c9098,25
281a0e2f2efd98e0,33
28219b5db0dd49fb,25
282280a77ceaaea0,49
282c44c22c227fd6,58
28366a3392728fe0,29
2848652006922f04,29
2857e5e1dae47a1d,25
286541580cad2b1,70
28660af47b6557d2,14
2881526ee420b898,67
2887038e929184ff,25
2888c01158be236d,14
288fbfa24573a789,33
289030f20a098974,70
28920a1aaaf34d11,55
28998309568f817d,29
28a21899e0c09801,23
28a899816a5b1969,23
28b05f6c2273a0fd,33
28b465180d1377bd,60
28b8e7db99f960b5,45
28e60b33794200f1,40
28e80c786e8c30ea,70
28e92d8f301fc684,24
28eb0d5318f6a716,45
290546d524fed4ef,45
2906f957d4fd151b,15
29073be404adc4cb,29
290d8298c9c6a78,15
290f0492358c5c5,25
2912387d66cf43f,14
291f05ad2dd475d4,29
2929882d85354103,50
292c08d9a40e873f,61
29348fc2c2774c60,45
295c330184538e06,1
296cb17605a97bc6,70
29775a42764cc5c8,25
297a9a6723cec3b6,70
297cad6d3316f384,17
2982c8c6e5059585,25
2992cfd922a3d787,23
29a844efcef2726f,61
29b49cddc4a88211,29
29cc58bef8298d86,28
29db623c10cdf6ea,1
29dccd1270513d7b,25
29f58f1080b235e9,14
29fc73bc75c694db,70
29fd86bf4d0c54f5,60
2a0502f16e396f43,55
2a100c0505d3e0f8,45
2a18b4022c3ffca0,23
2a19387f63c1c714,70
2a20e7e0541fb311,14
2a2ffd87eae409f9,70
2a3e49126052cb76,43
2a41f8824df6435c,58
2a473f9291c8f1b7,45
2a621a6755d5ffe4,32
2a65608bb8816924,52
2a823047afad5eb6,33
2a86554e8cd80e35,25
2a92d2bedd52ab82,70
2a9b96b0df2a248c,29
2aac4e2a44d58b42,45
2ab10ec62e49b6e8,45
2acd3ed0a40cabc3,25
2ad3e4c716c421e6,55
2afb59f3598cd2f5,15
2b0aaaf774d1bbc7,58
2b0abcf86b1f5789,43
2b1df911739f6a62,48
2b1e513c571e983f,70
2b1f5c81df2cee21,23
2b295d3413244350,25
2b3c8bc06ee550f0,70
2b3e03b011b5b3b3,32
2b43d67b651b0d6a,29
2b46ee248cf3765,70
2b4912cab3dedf2e,18
2b53d58f753ee6a4,14
2b54077655da3c9e,25
2b81746009cc8df8,29
2ba6c7335a08d7cd,45
2bb1581fd80b67f,58
2bbeb595d16f9b75,70
2bcb0b5e1bdcf8ef,45
2bcba7e32d5aa266,45
2bd78c5b249627c0,33
2bdcc6749a00982a,58
2becef1cb68c3f77,70
2bf02bc729f5e3d9,33
2bf2bb02ff066cc6,70
2bf8234c20623988,65
2c10f9bde7ee1ec3,70
2c4481670cf417f,70
2c5e52942204b826,14
2c5e74392f83e54a,23
2c7baf3dc04d0888,40
2c8198b6fbf1e576,70
2c8d0a6f717b2022,25
2c8d3ce9a5bb1dbe,23
2c917b18b5582db4,26
2c92091c9d2d6465,45
2caea3178234906b,25
2cb7bd74e15f01a0,2
2cb88fc43e6d9a29,25
2cb9772bd3905b8b,14
2cca501c6195d643,25
2cd763dda0959151,29
2cd7c6d7579d25a2,29
2cd856d020aa1763,15
2cdbb4fa08d0da0,18
2ceab2ef5cfc2b81,40
2ceac3b0f8ed173,23
2cec781301f6efa6,70
2d1d4a9dca934c9a,70
2d268931d5d8da08,70
2d28f5238b71d1f1,29
2d351350f36a757d,60
2d3ba8544625cd60,29
2d3da44839f7fda4,41
2d62ac56973f6afa,59
2d6cbe8d45cbdec,70
2d7dc4e6c66dd2d8,33
2d82596ebec1b991,70
2d95630d1f2e6bd0,23
2db4063bdc3f798d,70
2db6ec6601fafd4c,29
2db7834567d717f9,70
2dc29852e1836ef0,35
2dc7472e4df2a0b4,69
2dc95b39e1bdcc90,29
2dda5c8f93cf8a38,70
2ddc414c98975849,26
2ddcb4f72b993259,25
2de065b56b890254,23
2dee7a0bfab1767e,33
2df9994cf85b8aca,70
2dfbdb55a7b9b503,41
2e0ddb5a5e1b0d9a,25
2e122bb94c19090d,1
2e19cb68abffc86d,45
2e1ae4e3017cbd8b,14
2e200be7e314d2f0,33
2e31506a91af9c66,26
2e329b998f7ec239,29
2e38b07def45a423,70
2e38d28dd63869f8,29
2e3acd3b2a500d3d,48
2e4b555337f46ee4,29
2e5853c33eb7d2a7,61
2e5b355d5a9812df,33
2e6bd910c0d55dab,25
2e7650dd870456fc,29
2e7d818c1cc3a1b1,70
2e80d9b4bc34a989,25
2e82dc2d675a7ab7,70
2ea78248658ad5cc,35
2eac3c61f5a54b78,14
2eadb902f1729490,41
2eb612191b782fc7,38
2ec6632899226ec3,29
2ecce1732b246c5c,58
2ecf743fea464969,29
2ed2f0fb6e0221c6,35
2ee4cab45a0728d,17
2f2c43ecf9c0dfff,44
2f438650ee02f418,70
2f5bc15a1b3c66ae,29
2f6e9bae1f87df67,45
2f729faf2ceaecba,26
2f847c083d021206,14
2f84a306211fd2b4,25
2fa6a1879c8eac68,32
2fba66b6787d3eed,70
2fbf2afcb7fa14ff,45
2fc3d420a6479ecb,58
2fc804ec9c7934f7,70
2fce926398663862,18
2fd2c9aac538e196,33
2fd65629f4290c64,29
2fd6a330540b441e,14
2ff30f50b10f1925,33
2ffa7767a9532260,1
2ffca33d08c7f858,70
3031934e002f4fb9,29
3034fc51b86eee36,14
3035675cbc8dab4e,25
303bff18e38b63cf,70
303febd7042ee0b9,41
30413decfd493477,14
30625ede3b99ca8d,58
3065d4d84fd43da6,18
3080093f955b1976,45
308ca007e3aa4ea,14
3090d357f7caf90c,45
30975d6b3943b3a3,26
309c65fd22581594,45
30a33f97066a8033,23
30b6862b817783c0,25
30bf93d10c37079f,25
30bfe8fcf73d95a0,70
30c44301bf1e1e34,70
30c669790f219005,26
30c8be82e9f810fb,1
30cf5286b01cb3ca,1
30edbd8a7705d130,23
30f79c58529fa1d0,14
30fb8ed946ffa046,25
310741b0c327994,45
310eeb58a9395003,14
3111cf79c5f7374,29
311699b815345ea9,25
3121be2763a93ebc,29
3135bf39afb8cd1a,25
3139cdc2da55a2b6,18
3142c6f165634d6a,14
31463b715217eaa9,70
314a4a39a8e4b26c,26
315a8ac7c5f86969,70
316a64413e8e0a93,70
3171f9b58a3fd8cf,58
317a9da2211e2bd2,65
318504fd305011d8,70
319320b1c8fdc425,25
31985337b30e86eb,29
319a0cd2e5519fb7,45
319bc0490893dbc0,29
319bd070c02e387f,70
319fac37740267ef,70
31a03e9afba250,29
31ae8097df86a501,41
31aeae46e55273d2,41
31ccb9d521406ed,70
31cf7bb14dd53e43,15
31d22994c3793f0a,16
31ea0972f25da93e,45
31eb8ed05c8b562f,70
31f2c8c59c6630e4,42
31f786b16577d7b4,29
3214c460a828c00d,48
322daeae2a7746c6,2
32476b99623b9738,23
3252af4bd5284c38,33
3257b79740a59779,25
327742ea24705315,14
327b7b8c00d4ee7f,22
32840eb60f5aac3,25
32879a9b690a67ec,65
3289374cdc2331ef,70
329edff649c08952,70
32a4c43145b79238,26
32a990f9950ab7fb,29
32abc5c53f4adc67,25
32ae0b258f52a4b0,24
32b51f7e2756e95e,16
32b5c017e5bcfa7f,25
32c208e2f9b270aa,25
32c8130f85881037,26
32dafe7883c3a53d,64
32db0fa06063802,43
32e60a57fcd899e2,45
32f9b32436b8eaf6,23
32fae3768d6cf1b0,17
32fc31a905287359,14
32ff77ea6af33643,33
331ad579f437a452,23
332418cd229d6c2f,25
3324fad9f983b102,67
332c0af4fe981104,24
33342bcc821e29fc,1
333575ee1fb309ca,29
3338efd4a565efb4,29
3339ce76c56599e1,70
33458f2a9e0bf7bd,29
335c3366322d9456,29
335dc211c167cd8a,27
337e692df2a2ff35,23
33868a5fcd654727,25
339d889e496b91c1,14
33c40faf8a0d6fa,29
33d7b87576a984d6,18
33e65f7848069835,32
3422d5d6ae9b74de,29
342c1685b3abf3c3,45
342f70a1d1b97535,45
3434c91d762f8b20,29
344d016a2f2c3921,29
344d611ea00816e4,55
3457778e1a5b06ea,58
3467b262b8962ec0,58
347006f3cde2eae4,23
34967af13a651638,14
34a9664a53d39833,14
34ab6e9e730290da,40
34b4799dab8d41b9,55
34d7f14605e7948a,25
34f9b119c6edb8c2,70
350f3107c98864f4,50
351921202dbaf297,70
352456f1cd5e1f6,29
3533a5a80bb30f3,25
353693c3bce455ba,26
354e4abcdfe2bd2f,60
355d80bd60c73bbe,54
355da89ea44d1892,25
356694c5ba1fec9e,25
356f31217d0bbea4,23
3576f70c35241732,33
35803794e7001310,1
3586d03f09fb8dcd,23
3588d90b9f867b7b,28
358d1ea3dc4dc40b,45
35a1ca9c029ee46a,14
35cd4e1c20eb4a5a,45
35ce756b2541b6e3,52
35d13b26aed4974e,16
35d1458315254e4,70
35e417c770bc35a0,23
35eded28a5615922,0
35ee40352f8cef94,33
360b42073c7cfcc,15
361175ad549faccd,70
3614ee8a0688d4b6,70
362d5c9e6b52f7fe,70
36309fad2656a820,14
36478aa104696cf5,29
3649f0fb9b0d270,29
3665c8ad18d789e4,25
367f440defcda2a6,14
3695b81933307bd3,25
3698ecc8d05d1236,55
36adaccb4c812057,70
36d71f29d96157be,45
36e80ccd18cde4fa,70
3726a6623a94c2ea,45
373198796c838f8e,14
3739e4ff81500c4,70
374dd951ebedba4b,70
374eda52ad005b8f,25
374ee5a79a284293,29
37565378113f2676,26
376a0fbc73e72736,25
37744992d653ef8e,14
37753f796182ead7,41
377e3d16d8bd3fcc,33
378eef4dee7dbd0d,45
37d4e029aa716da8,25
37df5d2558006b31,14
37e7d0736ed3765d,29
37efc28092da2e9f,33
37f3b48fa1cfe214,29
37f668d4530699bb,58
37fae7ce8251801e,70
380ff55b9dc6aa3a,33
3817e7640a695e43,32
382490a5d6e77f0e,32
38467283947ceaf2,14
3847db290a867372,33
3848ffb0a90c1c75,58
384968df3b45e4e4,25
384aef5948dfe89e,42
38573974721b63d7,25
386719fbea25f5c8,45
386eb95b61ee1aa8,15
387ccf7e476dce75,25
389e0153c1f06d8b,70
38ae37ef8ca5981a,29
38b2087501a49f57,18
38b261de3c5fa074,41
38bcedc49c3d7f5d,70
390523111347b633,70
390db772d8f5e9a5,25
392c0b13c63bffb1,70
392d4ad16b9f20f,70
393c52a235ac95f8,23
39450727fccd003d,32
394a268d77b63b6f,41
394a48ea59406af9,41
394c2e6df20f97cc,18
3972b22a9f76a7c6,45
39777769edc2eae9,29
397a5d5b1b4437cd,45
3980b8acdda05522,25
3985c41ec6596582,35
3989b778a2fd91f1,14
39ae5695a650419a,58
39c1099c01439fbf,25
39d9264b83270821,70
39fc62e70f6763ff,70
39fd2c705177fde2,33
3a35357b9ba9a9,61
3a3e1f47e04720dc,45
3a3f2b31af7830c4,58
3a3fc05806b1c210,70
3a44f0b04292aab6,58
3a460893ec16b3c1,25
3a4e05f9359d949b,33
3a60c2adc91cc247,25
3a74219758854b11,29
3a78ccb6aee88c9c,29
3a7cd8d87e639681,42
3a7ef88be2bcd0a3,29
3a8d190cc327fe88,70
3a93d553f348fe0a,25
3aa206f6aa38eba6,40
3aa9e2b6215da8e9,26
3ab536f55bf4303b,25
3ac3fd570ba7ec92,70
3ae3ac314fe0f660,60
3aebcc7665a7ee11,29
3afc8a4c2bc0ac72,58
3afd274741ebe647,58
3b0b9b110e81c42a,45
3b0f145d80504bd4,14
3b11763191c5b34f,60
3b24e3ee6b23925e,14
3b40104f37bc5150,45
3b44d057130ac1e8,70
3b4d4f8db7117a3a,29
3b520ef3ac03e0f6,25
3b5f2dc829eccf3a,25
3b66e4c95e785070,32
3b80fe282fa9e441,14
3b85ab747f56f0d,70
3b91e914ddfb00cc,70
3b9e222e3bb68a6e,70
3b9fd5d104234db6,33
3bb813b4688df2dd,14
3bbcf32bcf2c850a,29
3bbdc0ff191eec59,33
3be162c49fb554bd,64
3bf2946f608f7147,45
3bf6e5b02ef92a4b,70
3bfb9e8c27ea4dfc,33
3bff0d277a035a9,41
3c07dc24e35c0e74,70
3c10a3cabe257d66,48
3c11b048d92d18ba,70
3c529a2bbb0e595a,25
3c5a908e0f079f6e,27
3c79ea60f21915ca,58
3c82a7a23547450f,35
3ca1c349a0deb313,70
3caf902b7b81e98a,45
3cc9d5f0dd2d6415,45
3ceb1d9c6ef2c331,25
3cef94606b364ca7,18
3cf5ea95c463d85c,44
3cfc8bdafc8b55fb,29
3cfcd61d5616510f,70
3cfdbddd1b8ea9fc,22
3d012cd62d41ac4c,43
3d01f90f2f13929,29
3d1649d932081fc7,14
3d4f1650935e9bc5,25
3d51993ba3465e9,29
3d71a6603b8332cc,70
3d74ff2317aa3a8b,18
3d76c5199088c9df,14
3d7730b6ffd4df38,52
3d823dad6afc0012,29
3d8618af281fe2fa,60
3d966afee2aaa1d2,25
3d9f9e79882ae556,50
